Unnamed: 0;ssd
0;10,295437561231374
1;10,308987739089398
2;10,296803366373686
3;10,300633165862036
4;10,301187891191963
5;10,306931848829914
6;10,300604588111902
7;10,29817013722931
8;10,302719353077904
9;10,299687324066202
10;10,298492471171317
11;10,296625130971547
12;10,298441835143807
13;10,296860594902448
14;10,297189504899544
15;10,299506029602824
16;10,30053485813324
17;10,300361198007623
18;10,29709155097014
19;10,292858069832096
20;10,297363182360053
21;10,301890683237225
22;10,300667691866408
23;10,293823644896225
24;10,301321418073751
25;10,30168884343618
26;10,298092078460817
27;10,303164487422327
28;10,300691171802782
29;10,299486418223415
30;10,298613818244352
31;10,300161880673583
32;10,305292656378992
33;10,300400130562213
34;10,297795527126098
35;10,302675930462515
36;10,300761047765318
37;10,294940955825037
38;10,299837664098986
39;10,298904810254653
40;10,30190160081032
41;10,304725744969213
42;10,29981614152404
43;10,29753981850126
44;10,297916637704237
45;10,300258274493286
46;10,302474250575694
47;10,30152219696721
48;10,292691354018316
49;10,301342937236925
50;10,297587854784016
51;10,301892048322463
52;10,294171699836529
53;10,299838370940687
54;10,299077767855069
55;10,299885303060474
56;10,30406421707941
57;10,301703596388288
58;10,29873800451088
59;10,295120867058406
60;10,30212335826249
61;10,296873998188447
62;10,296713600722674
63;10,303195994362232
64;10,291314252376537
65;10,301683433853203
66;10,29427361617935
67;10,298185557084992
68;10,30085327139598
69;10,297703178553373
70;10,30074767562585
71;10,303158413013794
72;10,298116045235947
73;10,294026061780327
74;10,29872829490734
75;10,300225908484908
76;10,300986547116723
77;10,29896674037107
78;10,294674730777784
79;10,299651180969642
80;10,29659324950106
81;10,29764974994009
82;10,298499010096613
83;10,29869406250205
84;10,301994629685373
85;10,295715166923207
86;10,293379782788056
87;10,295719029667081
88;10,298183275951331
89;10,299557050286452
90;10,296462860699274
91;10,301606080762028
92;10,299561679388543
93;10,300722966873458
94;10,297285138606009
95;10,296868521995874
96;10,297621929787477
97;10,307057457216343
98;10,299216014618066
99;10,302238808387322
100;10,296015826319252
101;10,3011750934313
102;10,295205835467934
103;10,303706279097977
104;10,297392362070863
105;10,294531478769699
106;10,303978551496687
107;10,299975526845843
108;10,298211402479604
109;10,297929968541712
110;10,298032591279618
111;10,297194749808778
112;10,299871903668167
113;10,297972665644052
114;10,3031107881388
115;10,300605364616931
116;10,298330885122926
117;10,301343105277097
118;10,301515762272915
119;10,293825034788439
120;10,29547649315634
121;10,298644560318518
122;10,30164757375282
123;10,297266829955335
124;10,297818802164855
125;10,298668643769332
126;10,294959358391502
127;10,297238374711922
128;10,299554324198748
129;10,298262323705453
130;10,301167519251457
131;10,299605145980346
132;10,302595158800726
133;10,304024608417182
134;10,303843889782142
135;10,301174077293863
136;10,29467235225966
137;10,301513376561381
138;10,29964312053658
139;10,299049168848398
140;10,300016123766088
141;10,302219810376641
142;10,295309490155091
143;10,293771772584565
